dimension,mutation rate,cross over rate,pxa,pxb,pxc,pxp
43,0.6,0.4,0.21524,0.24356,0.28439,0.25681
,,,,,,
43,1,0.4,0.21901,0.21764,0.28203,0.28132
,,,,,,
43,0.2,0.7,0.19108,0.28449,0.30954,0.21489
,,,,,,
43,0.6,0.7,0.19063,0.23893,0.30896,0.26148
,,,,,,
43,1,0.7,0.19136,0.19376,0.30792,0.30696
,,,,,,
44,0.2,0.1,0.23989,0.25521,0.26052,0.24438
,,,,,,
44,0.6,0.1,0.23968,0.24985,0.25785,0.25262
,,,,,,
44,1,0.1,0.24154,0.24145,0.25885,0.25816
,,,,,,
44,0.2,0.4,0.21921,0.26895,0.28113,0.23071
,,,,,,
44,0.6,0.4,0.21748,0.24485,0.28267,0.255
,,,,,,
44,1,0.4,0.21369,0.21828,0.28457,0.28346
,,,,,,
44,0.2,0.7,0.19106,0.28431,0.30773,0.2169
,,,,,,
44,0.6,0.7,0.19036,0.23669,0.31102,0.26193
,,,,,,
44,1,0.7,0.19032,0.19316,0.30791,0.30861
,,,,,,
45,0.2,0.1,0.24438,0.25307,0.25785,0.2447
,,,,,,
45,0.6,0.1,0.24323,0.24723,0.25868,0.25086
,,,,,,
45,1,0.1,0.24316,0.24068,0.25643,0.25973
,,,,,,
45,0.2,0.4,0.21408,0.27129,0.28375,0.23088
,,,,,,
45,0.6,0.4,0.21579,0.24601,0.28254,0.25566
,,,,,,
45,1,0.4,0.21702,0.21557,0.28495,0.28246
,,,,,,
45,0.2,0.7,0.19054,0.2851,0.31053,0.21383
,,,,,,
45,0.6,0.7,0.19175,0.23904,0.30861,0.2606
,,,,,,
45,1,0.7,0.19209,0.19213,0.30811,0.30767
,,,,,,
46,0.2,0.1,0.24151,0.25374,0.26027,0.24448
,,,,,,
46,0.6,0.1,0.24197,0.24756,0.25811,0.25236
,,,,,,
46,1,0.1,0.24239,0.24034,0.2579,0.25937
,,,,,,
46,0.2,0.4,0.21585,0.26911,0.28506,0.22998
,,,,,,
46,0.6,0.4,0.21746,0.24315,0.28491,0.25448
,,,,,,
46,1,0.4,0.21578,0.21818,0.28319,0.28285
,,,,,,
46,0.2,0.7,0.19131,0.28446,0.30894,0.21529
,,,,,,
46,0.6,0.7,0.19216,0.23701,0.30696,0.26387
,,,,,,
46,1,0.7,0.19151,0.19113,0.30849,0.30887
,,,,,,
47,0.2,0.1,0.24191,0.25324,0.25787,0.24698
,,,,,,
47,0.6,0.1,0.2412,0.24868,0.25754,0.25258
,,,,,,
47,1,0.1,0.24399,0.24068,0.25782,0.25751
,,,,,,
47,0.2,0.4,0.21656,0.27092,0.28267,0.22985
,,,,,,
47,0.6,0.4,0.21704,0.24519,0.28156,0.25621
,,,,,,
47,1,0.4,0.21615,0.21688,0.28336,0.28361
,,,,,,
47,0.2,0.7,0.19153,0.28431,0.30923,0.21493
,,,,,,
47,0.6,0.7,0.19176,0.23753,0.30799,0.26272
,,,,,,
47,1,0.7,0.19133,0.19203,0.31042,0.30622
,,,,,,
48,0.2,0.1,0.24325,0.25504,0.25828,0.24343
,,,,,,
48,0.6,0.1,0.2405,0.24905,0.25698,0.25347
,,,,,,
48,1,0.1,0.24379,0.23966,0.25769,0.25886
,,,,,,
48,0.2,0.4,0.21788,0.2712,0.2815,0.22942
,,,,,,
48,0.6,0.4,0.21899,0.24541,0.28036,0.25524
,,,,,,
48,1,0.4,0.2164,0.21647,0.28361,0.28352
,,,,,,
48,0.2,0.7,0.19092,0.2846,0.30775,0.21673
,,,,,,
48,0.6,0.7,0.19161,0.23809,0.30868,0.26162
,,,,,,
48,1,0.7,0.19152,0.19321,0.30959,0.30568
,,,,,,
49,0.2,0.1,0.2441,0.25513,0.25709,0.24368
,,,,,,
49,0.6,0.1,0.24114,0.24738,0.25926,0.25222
,,,,,,
49,1,0.1,0.24178,0.24141,0.25725,0.25956
,,,,,,
49,0.2,0.4,0.21516,0.27135,0.28197,0.23152
,,,,,,
49,0.6,0.4,0.21967,0.24184,0.28127,0.25722
,,,,,,
49,1,0.4,0.21637,0.2159,0.2838,0.28393
,,,,,,
49,0.2,0.7,0.19071,0.28721,0.30675,0.21533
,,,,,,
49,0.6,0.7,0.19306,0.23974,0.30647,0.26073
,,,,,,
49,1,0.7,0.19275,0.19085,0.30901,0.30739
,,,,,,
50,0.2,0.1,0.24082,0.25604,0.25822,0.24492
,,,,,,
50,0.6,0.1,0.24335,0.24824,0.25671,0.2517
,,,,,,
50,1,0.1,0.24245,0.24027,0.25946,0.25782
,,,,,,
50,0.2,0.4,0.21543,0.27064,0.28323,0.2307
,,,,,,
50,0.6,0.4,0.21816,0.24301,0.28172,0.25711
,,,,,,
50,1,0.4,0.2159,0.21798,0.28285,0.28327
,,,,,,
50,0.2,0.7,0.19317,0.28745,0.30477,0.21461
,,,,,,
50,0.6,0.7,0.19071,0.23956,0.30799,0.26174
,,,,,,
50,1,0.7,0.19339,0.18907,0.30735,0.31019
,,,,,,
51,0.2,0.1,0.24197,0.25448,0.25842,0.24513
,,,,,,
51,0.6,0.1,0.24365,0.2468,0.25693,0.25262
,,,,,,
51,1,0.1,0.24048,0.24159,0.25898,0.25895
,,,,,,
51,0.2,0.4,0.21746,0.27113,0.28099,0.23042
,,,,,,
51,0.6,0.4,0.21689,0.24356,0.28606,0.25349
,,,,,,
51,1,0.4,0.2147,0.21838,0.28369,0.28323
,,,,,,
51,0.2,0.7,0.19159,0.28427,0.31095,0.21319
,,,,,,
51,0.6,0.7,0.19366,0.23999,0.30638,0.25997
,,,,,,
51,1,0.7,0.19449,0.19127,0.30604,0.3082
,,,,,,
52,0.2,0.1,0.24207,0.25515,0.2582,0.24458
,,,,,,
52,0.6,0.1,0.24233,0.25009,0.25642,0.25116
,,,,,,
52,1,0.1,0.24265,0.24476,0.25487,0.25772
,,,,,,
52,0.2,0.4,0.21619,0.26859,0.28581,0.22941
,,,,,,
52,0.6,0.4,0.21584,0.24096,0.28418,0.25902
,,,,,,
52,1,0.4,0.21454,0.21852,0.2832,0.28374
,,,,,,
52,0.2,0.7,0.19169,0.28437,0.30828,0.21566
,,,,,,
52,0.6,0.7,0.19167,0.23809,0.30855,0.26169
,,,,,,
52,1,0.7,0.19339,0.19109,0.30717,0.30835
,,,,,,
53,0.2,0.1,0.24161,0.25571,0.25874,0.24394
,,,,,,
53,0.6,0.1,0.24111,0.24967,0.25636,0.25286
,,,,,,
53,1,0.1,0.2431,0.24216,0.2565,0.25824
,,,,,,
53,0.2,0.4,0.21621,0.26958,0.28384,0.23037
,,,,,,
53,0.6,0.4,0.21775,0.24434,0.28321,0.2547
,,,,,,
53,1,0.4,0.21679,0.21709,0.2823,0.28382
,,,,,,
53,0.2,0.7,0.19188,0.2832,0.30799,0.21693
,,,,,,
53,0.6,0.7,0.19242,0.23688,0.31024,0.26046
,,,,,,
53,1,0.7,0.19295,0.19208,0.30748,0.30749
,,,,,,
54,0.2,0.1,0.24099,0.25531,0.26001,0.24369
,,,,,,
54,0.6,0.1,0.24058,0.2499,0.25935,0.25017
,,,,,,
54,1,0.1,0.24413,0.24087,0.25713,0.25787
,,,,,,
54,0.2,0.4,0.21569,0.27085,0.28111,0.23235
,,,,,,
54,0.6,0.4,0.21586,0.24403,0.28378,0.25633
,,,,,,
54,1,0.4,0.21676,0.21698,0.28341,0.28285
,,,,,,
54,0.2,0.7,0.19111,0.28606,0.30893,0.2139
,,,,,,
54,0.6,0.7,0.19105,0.23797,0.30893,0.26205
,,,,,,
54,1,0.7,0.19079,0.18987,0.31098,0.30836
,,,,,,
55,0.2,0.1,0.24165,0.25587,0.25613,0.24635
,,,,,,
55,0.6,0.1,0.24229,0.25001,0.25654,0.25116
,,,,,,
55,1,0.1,0.24365,0.24084,0.25743,0.25808
,,,,,,
55,0.2,0.4,0.21805,0.26885,0.28287,0.23023
,,,,,,
55,0.6,0.4,0.21426,0.24279,0.28493,0.25802
,,,,,,
55,1,0.4,0.21707,0.21584,0.28444,0.28265
,,,,,,
55,0.2,0.7,0.19156,0.28561,0.30992,0.21291
,,,,,,
55,0.6,0.7,0.1931,0.23795,0.3085,0.26045
,,,,,,
55,1,0.7,0.19115,0.18897,0.31126,0.30862
,,,,,,
56,0.2,0.1,0.24357,0.25509,0.25975,0.24159
,,,,,,
56,0.6,0.1,0.24148,0.2483,0.25734,0.25288
,,,,,,
56,1,0.1,0.23913,0.24435,0.25726,0.25926
,,,,,,
56,0.2,0.4,0.21494,0.27177,0.28426,0.22903
,,,,,,
56,0.6,0.4,0.2162,0.2461,0.2823,0.2554
,,,,,,
56,1,0.4,0.21505,0.21636,0.28516,0.28343
,,,,,,
56,0.2,0.7,0.19063,0.28586,0.30943,0.21408
,,,,,,
56,0.6,0.7,0.19409,0.238,0.30518,0.26273
,,,,,,
56,1,0.7,0.19271,0.19047,0.30726,0.30956
,,,,,,
57,0.2,0.1,0.24309,0.25543,0.25924,0.24224
,,,,,,
57,0.6,0.1,0.24116,0.24824,0.25782,0.25278
,,,,,,
57,1,0.1,0.24229,0.24038,0.25868,0.25865
,,,,,,
57,0.2,0.4,0.21758,0.27049,0.28184,0.23009
,,,,,,
57,0.6,0.4,0.21543,0.24236,0.28454,0.25767
,,,,,,
57,1,0.4,0.21468,0.21823,0.28287,0.28422
,,,,,,
57,0.2,0.7,0.19266,0.28436,0.30817,0.21481
,,,,,,
57,0.6,0.7,0.1925,0.2378,0.3067,0.263
,,,,,,
57,1,0.7,0.1915,0.19201,0.30619,0.3103
,,,,,,
58,0.2,0.1,0.24263,0.25635,0.2579,0.24312
,,,,,,
58,0.6,0.1,0.24311,0.2472,0.25826,0.25143
,,,,,,
58,1,0.1,0.24173,0.24016,0.26029,0.25782
,,,,,,
58,0.2,0.4,0.21592,0.26998,0.28523,0.22887
,,,,,,
58,0.6,0.4,0.21483,0.24221,0.28463,0.25833
,,,,,,
58,1,0.4,0.21854,0.21799,0.28095,0.28252
,,,,,,
58,0.2,0.7,0.19198,0.2875,0.30698,0.21354
,,,,,,
58,0.6,0.7,0.19002,0.23886,0.31,0.26112
,,,,,,
58,1,0.7,0.19205,0.19187,0.30823,0.30785
,,,,,,
59,0.2,0.1,0.24053,0.25625,0.26083,0.24239
,,,,,,
59,0.6,0.1,0.24095,0.24837,0.26008,0.2506
,,,,,,
59,1,0.1,0.23908,0.24276,0.25793,0.26023
,,,,,,
59,0.2,0.4,0.21506,0.27293,0.28245,0.22956
,,,,,,
59,0.6,0.4,0.21697,0.24029,0.28512,0.25762
,,,,,,
59,1,0.4,0.21579,0.21638,0.28575,0.28208
,,,,,,
59,0.2,0.7,0.1916,0.28511,0.30771,0.21558
,,,,,,
59,0.6,0.7,0.19293,0.23875,0.30863,0.25969
,,,,,,
59,1,0.7,0.19186,0.19032,0.30883,0.30899
,,,,,,
60,0.2,0.1,0.24328,0.25508,0.25883,0.24281
,,,,,,
60,0.6,0.1,0.24358,0.2482,0.25756,0.25066
,,,,,,
60,1,0.1,0.24494,0.24189,0.2598,0.25337
,,,,,,
60,0.2,0.4,0.21733,0.26925,0.28307,0.23035
,,,,,,
60,0.6,0.4,0.21749,0.24553,0.28078,0.2562
,,,,,,
60,1,0.4,0.21506,0.21629,0.2836,0.28505
,,,,,,
60,0.2,0.7,0.19025,0.28553,0.30777,0.21645
,,,,,,
60,0.6,0.7,0.19123,0.23669,0.31224,0.25984
,,,,,,
60,1,0.7,0.1925,0.1916,0.30936,0.30654
,,,,,,
61,0.2,0.1,0.24085,0.25373,0.25923,0.24619
,,,,,,
61,0.6,0.1,0.24289,0.2471,0.2591,0.25091
,,,,,,
61,1,0.1,0.23808,0.24164,0.26001,0.26027
,,,,,,
61,0.2,0.4,0.2163,0.26904,0.28703,0.22763
,,,,,,
61,0.6,0.4,0.21572,0.24399,0.28278,0.25751
,,,,,,
61,1,0.4,0.21655,0.21663,0.28199,0.28483
,,,,,,
61,0.2,0.7,0.19092,0.28445,0.31102,0.21361
,,,,,,
61,0.6,0.7,0.19081,0.23873,0.31019,0.26027
,,,,,,
61,1,0.7,0.1914,0.19004,0.30994,0.30862
,,,,,,
62,0.2,0.1,0.24081,0.25528,0.25637,0.24754
,,,,,,
62,0.6,0.1,0.2416,0.24818,0.25724,0.25298
,,,,,,
62,1,0.1,0.23976,0.24314,0.26061,0.25649
,,,,,,
62,0.2,0.4,0.2172,0.27016,0.28055,0.23209
,,,,,,
62,0.6,0.4,0.21871,0.24066,0.28316,0.25747
,,,,,,
62,1,0.4,0.21649,0.21785,0.28277,0.28289
,,,,,,
62,0.2,0.7,0.19242,0.28741,0.30835,0.21182
,,,,,,
62,0.6,0.7,0.1952,0.2371,0.30575,0.26195
,,,,,,
62,1,0.7,0.19214,0.19217,0.30801,0.30768
,,,,,,
63,0.2,0.1,0.24088,0.25581,0.25579,0.24752
,,,,,,
63,0.6,0.1,0.24088,0.24721,0.25803,0.25388
,,,,,,
63,1,0.1,0.23948,0.24133,0.26007,0.25912
,,,,,,
63,0.2,0.4,0.21803,0.26934,0.28338,0.22925
,,,,,,
63,0.6,0.4,0.21884,0.24226,0.2845,0.2544
,,,,,,
63,1,0.4,0.21834,0.21824,0.28285,0.28057
,,,,,,
63,0.2,0.7,0.19302,0.28622,0.30657,0.21419
,,,,,,
63,0.6,0.7,0.19046,0.23833,0.30998,0.26123
,,,,,,
63,1,0.7,0.1908,0.19239,0.30672,0.31009
,,,,,,
64,0.2,0.1,0.24302,0.25397,0.25938,0.24363
,,,,,,
64,0.6,0.1,0.24213,0.24439,0.26126,0.25222
,,,,,,
64,1,0.1,0.23966,0.24107,0.26047,0.2588
,,,,,,
64,0.2,0.4,0.21699,0.26768,0.28253,0.2328
,,,,,,
64,0.6,0.4,0.21807,0.24172,0.28184,0.25837
,,,,,,
64,1,0.4,0.21382,0.21666,0.28505,0.28447
,,,,,,
64,0.2,0.7,0.19042,0.28566,0.3083,0.21562
,,,,,,
64,0.6,0.7,0.19152,0.23846,0.30631,0.26371
,,,,,,
64,1,0.7,0.19147,0.19179,0.30808,0.30866
,,,,,,
65,0.2,0.1,0.2416,0.25659,0.25923,0.24258
,,,,,,
65,0.6,0.1,0.24299,0.24822,0.25859,0.2502
,,,,,,
65,1,0.1,0.24121,0.24384,0.25922,0.25573
,,,,,,
65,0.2,0.4,0.21605,0.27068,0.28522,0.22805
,,,,,,
65,0.6,0.4,0.21779,0.24103,0.2841,0.25708
,,,,,,
65,1,0.4,0.21648,0.21555,0.28327,0.2847
,,,,,,
65,0.2,0.7,0.19289,0.28544,0.30575,0.21592
,,,,,,
65,0.6,0.7,0.19346,0.23808,0.3107,0.25776
,,,,,,
65,1,0.7,0.19554,0.18989,0.30816,0.30641
,,,,,,
66,0.2,0.1,0.24415,0.2539,0.25638,0.24557
,,,,,,
66,0.6,0.1,0.24283,0.24778,0.25866,0.25073
,,,,,,
66,1,0.1,0.24086,0.24011,0.25871,0.26032
,,,,,,
66,0.2,0.4,0.21692,0.27044,0.28351,0.22913
,,,,,,
66,0.6,0.4,0.21364,0.24525,0.28195,0.25916
,,,,,,
66,1,0.4,0.21919,0.21688,0.28305,0.28088
,,,,,,
66,0.2,0.7,0.19009,0.28472,0.30895,0.21624
,,,,,,
66,0.6,0.7,0.18822,0.23739,0.31227,0.26212
,,,,,,
66,1,0.7,0.18989,0.19148,0.30871,0.30992
,,,,,,
67,0.2,0.1,0.24504,0.25623,0.25581,0.24292
,,,,,,
67,0.6,0.1,0.24202,0.24653,0.25703,0.25442
,,,,,,
67,1,0.1,0.24183,0.24226,0.25813,0.25778
,,,,,,
67,0.2,0.4,0.21612,0.27102,0.28493,0.22793
,,,,,,
67,0.6,0.4,0.21572,0.24412,0.28506,0.2551
,,,,,,
67,1,0.4,0.21585,0.21753,0.28293,0.28369
,,,,,,
67,0.2,0.7,0.18964,0.28311,0.30974,0.21751
,,,,,,
67,0.6,0.7,0.19087,0.24013,0.30729,0.26171
,,,,,,
67,1,0.7,0.19213,0.19034,0.30993,0.3076
,,,,,,
68,0.2,0.1,0.24227,0.25298,0.25925,0.2455
,,,,,,
68,0.6,0.1,0.24139,0.24792,0.25732,0.25337
,,,,,,
68,1,0.1,0.24203,0.24064,0.25898,0.25835
,,,,,,
68,0.2,0.4,0.21662,0.27098,0.28293,0.22947
,,,,,,
68,0.6,0.4,0.21862,0.24157,0.28423,0.25558
,,,,,,
68,1,0.4,0.21569,0.21506,0.28584,0.28341
,,,,,,
68,0.2,0.7,0.19188,0.2844,0.30736,0.21636
,,,,,,
68,0.6,0.7,0.19336,0.23672,0.30911,0.26081
,,,,,,
68,1,0.7,0.19389,0.19137,0.30567,0.30907
,,,,,,
69,0.2,0.1,0.24098,0.25693,0.25588,0.24621
,,,,,,
69,0.6,0.1,0.24239,0.24935,0.25773,0.25053
,,,,,,
69,1,0.1,0.24032,0.2417,0.25925,0.25873
,,,,,,
69,0.2,0.4,0.21817,0.26983,0.2831,0.2289
,,,,,,
69,0.6,0.4,0.21872,0.24156,0.28295,0.25677
,,,,,,
69,1,0.4,0.2178,0.21503,0.2838,0.28337
,,,,,,
69,0.2,0.7,0.19109,0.28447,0.30986,0.21458
,,,,,,
69,0.6,0.7,0.1907,0.24128,0.30713,0.26089
,,,,,,
69,1,0.7,0.19029,0.19124,0.30909,0.30938
,,,,,,
70,0.2,0.1,0.24047,0.25499,0.25976,0.24478
,,,,,,
70,0.6,0.1,0.24315,0.24859,0.25838,0.24988
,,,,,,
70,1,0.1,0.24136,0.24249,0.25844,0.25771
,,,,,,
70,0.2,0.4,0.21543,0.27068,0.28365,0.23024
,,,,,,
70,0.6,0.4,0.2156,0.2432,0.28221,0.25899
,,,,,,
70,1,0.4,0.2159,0.21669,0.28616,0.28125
,,,,,,
70,0.2,0.7,0.19168,0.28255,0.30811,0.21766
,,,,,,
70,0.6,0.7,0.19387,0.23669,0.30708,0.26236
,,,,,,
70,1,0.7,0.19142,0.19074,0.31035,0.30749
,,,,,,
71,0.2,0.1,0.23983,0.25593,0.25834,0.2459
,,,,,,
71,0.6,0.1,0.24005,0.24924,0.25771,0.253
,,,,,,
71,1,0.1,0.24254,0.24133,0.25807,0.25806
,,,,,,
71,0.2,0.4,0.21721,0.2722,0.28043,0.23016
,,,,,,
71,0.6,0.4,0.21635,0.24423,0.28482,0.2546
,,,,,,
71,1,0.4,0.21667,0.21666,0.28356,0.28311
,,,,,,
71,0.2,0.7,0.19235,0.28637,0.30796,0.21332
,,,,,,
71,0.6,0.7,0.18992,0.23859,0.30923,0.26226
,,,,,,
71,1,0.7,0.18929,0.19156,0.30966,0.30949
,,,,,,
72,0.2,0.1,0.24203,0.25672,0.25608,0.24517
,,,,,,
72,0.6,0.1,0.24168,0.24742,0.25725,0.25365
,,,,,,
72,1,0.1,0.24065,0.2418,0.25857,0.25898
,,,,,,
72,0.2,0.4,0.21655,0.2729,0.28445,0.2261
,,,,,,
72,0.6,0.4,0.21486,0.2443,0.28509,0.25575
,,,,,,
72,1,0.4,0.21763,0.215,0.28375,0.28362
,,,,,,
72,0.2,0.7,0.18928,0.28404,0.31135,0.21533
,,,,,,
72,0.6,0.7,0.19114,0.23799,0.31027,0.2606
,,,,,,
72,1,0.7,0.19304,0.18887,0.3049,0.31319
,,,,,,
73,0.2,0.1,0.2401,0.2533,0.26065,0.24595
,,,,,,
73,0.6,0.1,0.24088,0.24876,0.259,0.25136
,,,,,,
73,1,0.1,0.24253,0.24102,0.25836,0.25809
,,,,,,
73,0.2,0.4,0.21562,0.269,0.28171,0.23367
,,,,,,
73,0.6,0.4,0.2162,0.24068,0.28553,0.25759
,,,,,,
73,1,0.4,0.21453,0.21618,0.2844,0.28489
,,,,,,
73,0.2,0.7,0.19178,0.28316,0.30758,0.21748
,,,,,,
73,0.6,0.7,0.19427,0.23891,0.30952,0.2573
,,,,,,
73,1,0.7,0.19279,0.19356,0.30845,0.3052
,,,,,,
74,0.2,0.1,0.24064,0.25371,0.25788,0.24777
,,,,,,
74,0.6,0.1,0.24343,0.24855,0.25632,0.2517
,,,,,,
74,1,0.1,0.24039,0.23766,0.26085,0.2611
,,,,,,
74,0.2,0.4,0.2187,0.26979,0.28109,0.23042
,,,,,,
74,0.6,0.4,0.21461,0.24491,0.28193,0.25855
,,,,,,
74,1,0.4,0.21538,0.21627,0.28234,0.28601
,,,,,,
74,0.2,0.7,0.19291,0.28277,0.31001,0.21431
,,,,,,
74,0.6,0.7,0.19442,0.23808,0.30651,0.26099
,,,,,,
74,1,0.7,0.19213,0.19055,0.3094,0.30792
,,,,,,
75,0.2,0.1,0.24051,0.25541,0.25944,0.24464
,,,,,,
75,0.6,0.1,0.24039,0.24931,0.25745,0.25285
,,,,,,
75,1,0.1,0.2424,0.24065,0.25837,0.25858
,,,,,,
75,0.2,0.4,0.21663,0.26951,0.28383,0.23003
,,,,,,
75,0.6,0.4,0.21908,0.24316,0.28297,0.25479
,,,,,,
75,1,0.4,0.21558,0.21789,0.28263,0.2839
,,,,,,
75,0.2,0.7,0.19057,0.28251,0.30805,0.21887
,,,,,,
75,0.6,0.7,0.19073,0.24041,0.30942,0.25944
,,,,,,
75,1,0.7,0.18996,0.19066,0.31025,0.30913
,,,,,,
76,0.2,0.1,0.24192,0.25485,0.25876,0.24447
,,,,,,
76,0.6,0.1,0.2411,0.2471,0.26056,0.25124
,,,,,,
76,1,0.1,0.24134,0.24255,0.25819,0.25792
,,,,,,
76,0.2,0.4,0.21872,0.26714,0.28453,0.22961
,,,,,,
76,0.6,0.4,0.21919,0.24346,0.28121,0.25614
,,,,,,
76,1,0.4,0.2166,0.21742,0.28247,0.28351
,,,,,,
76,0.2,0.7,0.1898,0.28484,0.3093,0.21606
,,,,,,
76,0.6,0.7,0.19328,0.23734,0.30757,0.26181
,,,,,,
76,1,0.7,0.19056,0.19283,0.30863,0.30798
,,,,,,
77,0.2,0.1,0.24256,0.25535,0.25996,0.24213
,,,,,,
77,0.6,0.1,0.24024,0.24783,0.25932,0.25261
,,,,,,
77,1,0.1,0.24126,0.24123,0.25888,0.25863
,,,,,,
77,0.2,0.4,0.21814,0.27222,0.28325,0.22639
,,,,,,
77,0.6,0.4,0.21677,0.24152,0.28575,0.25596
,,,,,,
77,1,0.4,0.21919,0.21376,0.28279,0.28426
,,,,,,
77,0.2,0.7,0.19243,0.28338,0.30826,0.21593
,,,,,,
77,0.6,0.7,0.19115,0.23879,0.3089,0.26116
,,,,,,
77,1,0.7,0.19215,0.19007,0.30847,0.30931
,,,,,,
78,0.2,0.1,0.23968,0.25647,0.25793,0.24592
,,,,,,
78,0.6,0.1,0.24181,0.24924,0.25763,0.25132
,,,,,,
78,1,0.1,0.24343,0.24238,0.25798,0.25621
,,,,,,
78,0.2,0.4,0.21717,0.26804,0.28366,0.23113
,,,,,,
78,0.6,0.4,0.21831,0.2423,0.27993,0.25946
,,,,,,
78,1,0.4,0.21425,0.21698,0.28411,0.28466
,,,,,,
78,0.2,0.7,0.19089,0.28502,0.30741,0.21668
,,,,,,
78,0.6,0.7,0.1883,0.23801,0.30997,0.26372
,,,,,,
78,1,0.7,0.19396,0.1888,0.30813,0.30911
,,,,,,
79,0.2,0.1,0.24053,0.25516,0.25928,0.24503
,,,,,,
79,0.6,0.1,0.24003,0.24803,0.25871,0.25323
,,,,,,
79,1,0.1,0.24008,0.24085,0.25879,0.26028
,,,,,,
79,0.2,0.4,0.21449,0.26914,0.28583,0.23054
,,,,,,
79,0.6,0.4,0.21711,0.24269,0.28436,0.25584
,,,,,,
79,1,0.4,0.21664,0.21702,0.28474,0.2816
,,,,,,
79,0.2,0.7,0.19234,0.28421,0.30861,0.21484
,,,,,,
79,0.6,0.7,0.1909,0.23749,0.30892,0.26269
,,,,,,
79,1,0.7,0.19075,0.19145,0.3064,0.3114
,,,,,,
80,0.2,0.1,0.24231,0.25426,0.25871,0.24472
,,,,,,
80,0.6,0.1,0.24149,0.24991,0.25612,0.25248
,,,,,,
80,1,0.1,0.24181,0.24262,0.25595,0.25962
,,,,,,
80,0.2,0.4,0.21863,0.26897,0.28326,0.22914
,,,,,,
80,0.6,0.4,0.21767,0.24247,0.28372,0.25614
,,,,,,
80,1,0.4,0.21534,0.2159,0.28373,0.28503
,,,,,,
80,0.2,0.7,0.19141,0.284,0.30967,0.21492
,,,,,,
80,0.6,0.7,0.19057,0.23833,0.30922,0.26188
,,,,,,
80,1,0.7,0.19047,0.19327,0.30844,0.30782
,,,,,,
81,0.2,0.1,0.2422,0.25745,0.25546,0.24489
,,,,,,
81,0.6,0.1,0.24207,0.24896,0.25899,0.24998
,,,,,,
81,1,0.1,0.24073,0.24391,0.25836,0.257
,,,,,,
81,0.2,0.4,0.21625,0.2707,0.283,0.23005
,,,,,,
81,0.6,0.4,0.21581,0.24432,0.28325,0.25662
,,,,,,
81,1,0.4,0.21556,0.21815,0.28442,0.28187
,,,,,,
81,0.2,0.7,0.19155,0.28423,0.30867,0.21555
,,,,,,
81,0.6,0.7,0.19364,0.2379,0.30761,0.26085
,,,,,,
81,1,0.7,0.19341,0.19007,0.30829,0.30823
,,,,,,
82,0.2,0.1,0.24204,0.2541,0.25919,0.24467
,,,,,,
82,0.6,0.1,0.24081,0.24858,0.25773,0.25288
,,,,,,
82,1,0.1,0.24311,0.23798,0.26035,0.25856
,,,,,,
82,0.2,0.4,0.21712,0.27061,0.28234,0.22993
,,,,,,
82,0.6,0.4,0.2166,0.24215,0.2841,0.25715
,,,,,,
82,1,0.4,0.21765,0.21505,0.2831,0.2842
,,,,,,
82,0.2,0.7,0.19496,0.28476,0.30819,0.21209
,,,,,,
82,0.6,0.7,0.19231,0.23794,0.30778,0.26197
,,,,,,
82,1,0.7,0.19343,0.19072,0.31044,0.30541
,,,,,,
83,0.2,0.1,0.24358,0.25336,0.25764,0.24542
,,,,,,
83,0.6,0.1,0.24234,0.24636,0.2616,0.2497
,,,,,,
83,1,0.1,0.24073,0.2422,0.2582,0.25887
,,,,,,
83,0.2,0.4,0.21841,0.26952,0.28329,0.22878
,,,,,,
83,0.6,0.4,0.21579,0.24271,0.28785,0.25365
,,,,,,
83,1,0.4,0.2145,0.21604,0.28557,0.28389
,,,,,,
83,0.2,0.7,0.19185,0.28598,0.30823,0.21394
,,,,,,
83,0.6,0.7,0.19149,0.23852,0.30698,0.26301
,,,,,,
83,1,0.7,0.19255,0.19146,0.3066,0.30939
,,,,,,
84,0.2,0.1,0.23851,0.25557,0.26123,0.24469
,,,,,,
84,0.6,0.1,0.24418,0.24703,0.25689,0.2519
,,,,,,
84,1,0.1,0.24161,0.24219,0.25832,0.25788
,,,,,,
84,0.2,0.4,0.21858,0.27138,0.28057,0.22947
,,,,,,
84,0.6,0.4,0.21755,0.24312,0.2837,0.25563
,,,,,,
84,1,0.4,0.21769,0.21671,0.28308,0.28252
,,,,,,
84,0.2,0.7,0.19095,0.28668,0.30753,0.21484
,,,,,,
84,0.6,0.7,0.19082,0.23868,0.30779,0.26271
,,,,,,
84,1,0.7,0.18956,0.19452,0.3071,0.30882
,,,,,,
85,0.2,0.1,0.24222,0.255,0.25832,0.24446
,,,,,,
85,0.6,0.1,0.23997,0.24998,0.25924,0.25081
,,,,,,
85,1,0.1,0.24179,0.2416,0.25817,0.25844
,,,,,,
85,0.2,0.4,0.21545,0.27101,0.28407,0.22947
,,,,,,
85,0.6,0.4,0.21431,0.24218,0.28541,0.2581
,,,,,,
85,1,0.4,0.21877,0.21744,0.28172,0.28207
,,,,,,
85,0.2,0.7,0.18957,0.28691,0.30728,0.21624
,,,,,,
85,0.6,0.7,0.19061,0.23921,0.30976,0.26042
,,,,,,
85,1,0.7,0.19064,0.19004,0.30918,0.31014
,,,,,,
86,0.2,0.1,0.24115,0.25289,0.26143,0.24453
,,,,,,
